"Index","BHP.Open","BHP.High","BHP.Low","BHP.Close","BHP.Volume","BHP.Adjusted"
"2007-01-03",33.5431709289551,33.5600814819336,32.6553382873535,32.8667297363281,7433460,13.7958364486694
"2007-01-04",32.0465393066406,32.2917518615723,31.69140625,31.9112510681152,6056376,13.3947715759277
"2007-01-05",31.8266944885254,31.8689727783203,31.1840724945068,31.4208297729492,5218465,13.1889200210571
"2007-01-08",31.7505950927734,31.8436069488525,31.2263507843018,31.5645732879639,5528203,13.2492513656616
"2007-01-09",31.936616897583,31.936616897583,30.7528400421143,31.8351516723633,9853408,13.362829208374
"2007-01-10",31.5392055511475,32.1733741760254,31.3024501800537,31.9958057403564,5494970,13.4302654266357
"2007-01-11",32.4693183898926,33.5008926391602,32.2917518615723,32.9428291320801,7440674,13.8277750015259
"2007-01-12",32.604606628418,33.58544921875,32.604606628418,33.4163398742676,4468780,14.026535987854
"2007-01-16",32.8667297363281,33.018928527832,32.4270401000977,32.604606628418,4087610,13.6858100891113
"2007-01-17",32.114185333252,32.8075408935547,32.0380821228027,32.6130599975586,3477597,13.689359664917
"2007-01-18",33.1373062133789,33.2810516357422,32.6130599975586,32.7229843139648,3849069,13.735499382019
"2007-01-19",33.204948425293,33.8898506164551,33.0696601867676,33.8306617736816,4264063,14.2004470825195
"2007-01-22",33.8644828796387,33.9490394592285,33.3909721374512,33.5347175598145,2513615,14.0762214660645
"2007-01-23",33.9152145385742,34.7438583374023,33.9067611694336,34.6339378356934,4074838,14.5376214981079
"2007-01-24",34.9214286804199,35.0820808410645,34.5916595458984,34.9383392333984,5277716,14.6653957366943
"2007-01-25",34.498649597168,34.8284149169922,34.008228302002,34.1096954345703,4681658,14.3175678253174
"2007-01-26",34.2280731201172,34.2280731201172,33.7545623779297,34.008228302002,1710001,14.2749805450439
"2007-01-29",33.7461051940918,34.2703475952148,33.7038269042969,33.9152145385742,2727084,14.2359390258789
"2007-01-30",34.4140930175781,34.5409278869629,34.075870513916,34.422550201416,2751329,14.4488906860352
"2007-01-31",34.0674171447754,34.7184944152832,33.9405822753906,34.6593055725098,4031671,14.5482721328735
"2007-02-01",35.3442039489746,35.4794921875,35.0059814453125,35.022891998291,4408820,14.7008857727051
"2007-02-02",35.0651702880859,35.2511940002441,34.6339378356934,34.8199615478516,5264825,14.6157054901123
"2007-02-05",34.9637031555176,35.1750946044922,34.7607727050781,34.8199615478516,3231013,14.6157054901123
"2007-02-06",35.2342834472656,35.555591583252,35.1835479736328,35.2681045532227,3604969,14.8038148880005
"2007-02-07",36.9084815979004,37.4580917358398,36.8746604919434,37.229793548584,6437782,15.627236366272
"2007-02-08",36.5195274353027,36.9169387817383,36.4011497497559,36.8323822021484,4542460,15.4604177474976
"2007-02-09",36.8915710449219,37.1114158630371,36.5956268310547,36.7055473327637,2431302,15.4071836471558
"2007-02-12",37.1283264160156,37.4580917358398,37.0691375732422,37.2128791809082,3247571,15.6201343536377
"2007-02-13",37.7117576599121,38.100715637207,37.6779365539551,38.0668907165527,3057163,15.9786062240601
"2007-02-14",38.3966598510742,38.8532562255859,38.244457244873,38.557315826416,4818846,16.1844596862793
"2007-02-15",38.6249580383301,38.8532562255859,38.5742263793945,38.6080474853516,3079515,16.2057590484619
"2007-02-16",38.1345367431641,38.701057434082,38.0753479003906,38.6926040649414,1874272,16.2412509918213
"2007-02-20",38.5404014587402,38.7856140136719,38.3290138244629,38.6841468811035,2625376,16.2377052307129
"2007-02-21",38.100715637207,38.5995903015137,37.8385925292969,38.4558486938477,4361750,16.1418685913086
"2007-02-22",38.8955345153809,39.0646476745605,38.5742263793945,38.8109817504883,3341592,16.2909393310547
"2007-02-23",39.1492004394531,39.2506675720215,38.9547233581543,39.1492004394531,3287426,16.4329032897949
"2007-02-26",39.3436813354492,39.8171920776367,39.2760353088379,39.5297012329102,2969528,16.592622756958
"2007-02-27",37.7878608703613,37.9231452941895,36.4857025146484,36.7478256225586,7687612,15.4249334335327
"2007-02-28",36.4857025146484,36.7647361755371,36.0460166931152,36.2996826171875,4896546,15.3783588409424
"2007-03-01",35.3188362121582,36.1305694580078,35.1750946044922,35.7669830322266,5007125,15.1526803970337
"2007-03-02",35.5386810302734,35.8769035339355,34.989070892334,35.1666374206543,4814115,14.8983488082886
"2007-03-05",34.1350593566895,34.9806175231934,34.1096954345703,34.3971824645996,5318636,14.5723657608032
"2007-03-06",35.4372138977051,36.1982154846191,35.3780288696289,35.9191818237305,4510055,15.2171621322632
"2007-03-07",35.6908836364746,36.3419609069824,35.6063270568848,35.9952812194824,2774390,15.2494020462036
"2007-03-08",36.3335037231445,36.6125373840332,36.1221160888672,36.1559371948242,2931565,15.3174610137939
"2007-03-09",36.5533485412598,36.6801795959473,36.1643943786621,36.2658576965332,2620409,15.3640279769897
"2007-03-12",36.3588714599609,36.8746604919434,36.2489471435547,36.8577461242676,2558319,15.6147832870483
"2007-03-13",36.4011497497559,36.8408355712891,35.6655158996582,35.7585258483887,3808149,15.149097442627
"2007-03-14",35.6739692687988,36.0206489562988,35.0482597351074,36.0037384033203,3645179,15.2529897689819
"2007-03-15",36.5787162780762,37.5003700256348,36.4603385925293,37.2551574707031,4300725,15.7831468582153
"2007-03-16",37.2889823913574,37.7455825805664,37.0691375732422,37.3228034973145,2418293,15.8118047714233
"2007-03-19",38.1260795593262,38.5657691955566,38.0077018737793,38.4643020629883,2606926,16.2954082489014
"2007-03-20",38.5404014587402,39.1830253601074,38.2951927185059,39.1153793334961,3584864,16.5712299346924
"2007-03-21",39.3436813354492,40.070858001709,39.1407470703125,39.9186592102051,3758478,16.9115390777588
"2007-03-22",40.1554145812988,40.2399673461914,39.6734466552734,39.8510131835938,2702367,16.8828830718994
"2007-03-23",40.180778503418,40.4598121643066,39.8679237365723,39.9524803161621,3802591,16.9258689880371
"2007-03-26",40.7811241149902,41.2630882263184,40.180778503418,41.2038993835449,6146849,17.4560356140137
"2007-03-27",40.9248695373535,41.0601577758789,40.5697364807129,40.8995018005371,4574273,17.3270702362061
"2007-03-28",40.5781898498535,40.6289253234863,39.994758605957,40.0624008178711,3213510,16.9724388122559
"2007-03-29",40.9164123535156,41.2461776733398,40.5528221130371,40.8572235107422,4145797,17.3091659545898
"2007-03-30",40.9671478271484,41.2208137512207,40.8656806945801,40.9671478271484,3217531,17.3557281494141
"2007-04-02",40.9756011962891,41.2377243041992,40.6542892456055,41.1193466186523,2835179,17.4202098846436
"2007-04-03",41.6689567565918,42.1847457885742,41.6435890197754,42.0410003662109,2896795,17.8106727600098
"2007-04-04",41.542121887207,42.2608451843262,41.4575691223145,42.1762886047363,2965507,17.8679866790771
"2007-04-05",41.964900970459,42.1762886047363,41.7196884155273,41.8380661010742,1667070,17.7246990203857
"2007-04-09",41.7704238891602,42.2777557373047,41.7450561523438,41.964900970459,2229186,17.7784328460693
"2007-04-10",42.6159782409668,43.1063995361328,42.5567893981934,43.0133895874023,3163366,18.222620010376
"2007-04-11",42.9542007446289,42.9795684814453,42.1170997619629,42.2523918151855,3092406,17.9002246856689
"2007-04-12",42.1509246826172,42.5736999511719,41.8127021789551,42.531421661377,2906256,18.0184364318848
"2007-04-13",42.1847457885742,42.6328887939453,41.9395332336426,42.6244354248047,1978582,18.0578422546387
"2007-04-16",42.9288330078125,43.292423248291,42.802001953125,43.2078666687012,3353655,18.3050098419189
"2007-04-17",42.7681770324707,43.2416877746582,42.6836242675781,43.1655883789062,4183642,18.2870998382568
"2007-04-18",42.3707656860352,42.4384117126465,42.0663681030273,42.2946662902832,3521947,17.9181327819824
"2007-04-19",41.6013107299805,41.7535133361816,41.2292671203613,41.6435890197754,2883549,17.6423110961914
"2007-04-20",42.1931991577148,42.6751670837402,42.1847457885742,42.6497993469238,2300974,18.0685901641846
"2007-04-23",42.2777557373047,42.489143371582,42.0240898132324,42.032543182373,2606453,17.8070888519287
"2007-04-24",42.0494575500488,42.1678352355957,41.3307342529297,41.4660224914551,2371815,17.5670776367188
"2007-04-25",42.2101135253906,42.5145111083984,42.0240898132324,42.489143371582,2724837,18.0005264282227
"2007-04-26",42.2185668945312,42.2185668945312,41.4575691223145,41.6266784667969,3020737,17.6351432800293
"2007-04-27",40.9925117492676,41.4829368591309,40.8825912475586,41.3645553588867,1801302,17.524097442627
"2007-04-30",41.3814697265625,41.931079864502,41.2377243041992,41.2969131469727,2667005,17.4954376220703
"2007-05-01",41.1785354614258,41.3476448059082,40.6965675354004,41.017879486084,3228175,17.3772258758545
"2007-05-02",41.3053665161133,42.1424674987793,41.2208137512207,41.9733581542969,2054035,17.7820129394531
"2007-05-03",42.2523918151855,42.4722328186035,41.931079864502,42.3031234741211,3364653,17.9217166900635
"2007-05-04",42.9372901916504,43.9435005187988,42.9372901916504,43.6560096740723,6477638,18.4948692321777
"2007-05-07",44.3070907592773,44.4931106567383,43.7997550964355,43.9688682556152,4209187,18.627405166626
"2007-05-08",43.1233139038086,43.2163238525391,42.4722328186035,43.0387573242188,3657715,18.2333679199219
"2007-05-09",44.0534210205078,45.4485893249512,43.7997550964355,45.1610984802246,7182382,19.1324977874756
"2007-05-10",43.9519577026367,44.1379776000977,43.3008766174316,43.5122680664062,4614247,18.4339733123779
"2007-05-11",43.9688682556152,44.4677429199219,43.5207214355469,44.2563552856445,2442656,18.7491989135742
"2007-05-14",43.5714569091797,43.9857788085938,43.2078666687012,43.3431549072266,3777400,18.3623275756836
"2007-05-15",43.3431549072266,44.0956993103027,43.326244354248,43.5038108825684,3520646,18.4303855895996
"2007-05-16",43.9350433349609,43.9604110717773,42.9542007446289,43.5968208312988,4467361,18.4697952270508
"2007-05-17",43.0556678771973,43.1063995361328,42.1593780517578,42.8104553222656,4989621,18.1366481781006
"2007-05-18",43.5968208312988,43.5968208312988,42.6836242675781,43.2078666687012,3404982,18.3050098419189
"2007-05-21",43.782844543457,44.0534210205078,43.5460891723633,43.6221885681152,3928425,18.480541229248
"2007-05-22",43.7997550964355,43.858943939209,42.8527336120605,42.911922454834,2944338,18.1796360015869
"2007-05-23",43.6390991210938,44.239444732666,43.6390991210938,43.7659339904785,3238346,18.5414352416992
"2007-05-24",43.2247772216797,43.6898345947266,41.7619667053223,41.9395332336426,5452631,17.7676811218262
"2007-05-25",42.9034652709961,43.2078666687012,42.6667137145996,43.0810356140137,3040961,18.2512798309326
"2007-05-29",43.6137351989746,43.7490234375,43.1655883789062,43.6729202270508,2802301,18.5020351409912
"2007-05-30",43.0472106933594,43.9181327819824,42.911922454834,43.9181327819824,2247872,18.6059188842773
"2007-05-31",44.0618782043457,44.7383232116699,44.0618782043457,44.5100212097168,2596756,18.8566703796387
"2007-06-01",45.0680885314941,45.7445335388184,45.0342674255371,45.609245300293,2566716,19.3223514556885
"2007-06-04",45.8290863037109,46.2011337280273,45.7022552490234,46.1588554382324,2100868,19.5552024841309
"2007-06-05",46.4717102050781,46.9959526062012,46.209587097168,46.5393524169922,3535902,19.7163944244385
"2007-06-06",46.4632530212402,46.7845649719238,45.6599769592285,46.0827522277832,3559910,19.5229511260986
"2007-06-07",46.5478096008301,47.2496223449707,46.1419448852539,46.3026008605957,6834918,19.616096496582
"2007-06-08",46.3787002563477,47.3003540039062,45.8460006713867,47.1650657653809,4287834,19.981481552124
"2007-06-11",46.7591972351074,47.8330535888672,46.590087890625,47.427188873291,2893247,20.092529296875
"2007-06-12",47.114330291748,47.6301193237305,46.590087890625,46.6154556274414,2919857,19.7486362457275
"2007-06-13",47.427188873291,48.408031463623,47.2665328979492,48.1966438293457,5645167,20.4185066223145
"2007-06-14",48.3065643310547,49.2874069213867,48.2558326721191,48.7885322570801,3007610,20.6692657470703
"2007-06-15",49.0421981811523,49.397331237793,48.8477210998535,48.9322738647461,2478254,20.7301578521729
"2007-06-18",49.7862854003906,49.9384841918945,49.0844764709473,49.5495300292969,2949660,20.9916572570801
"2007-06-19",49.6002655029297,50.0568656921387,49.2366752624512,49.8792953491211,2491263,21.1313629150391
"2007-06-20",50.454273223877,50.5641975402832,49.1943969726562,49.2535858154297,5443524,20.8662815093994
"2007-06-21",49.8285636901855,51.2237281799316,49.5579872131348,51.0630722045898,5129648,21.6328735351562
"2007-06-22",50.3866310119629,50.6487503051758,49.8370208740234,50.2851638793945,2865337,21.3033084869385
"2007-06-25",49.887752532959,50.7333068847656,49.464973449707,49.8031959533691,2541880,21.0991268157959
"2007-06-26",50.5472869873047,50.7333068847656,49.3381423950195,49.4142417907715,5493078,20.9343395233154
"2007-06-27",48.4249420166016,48.974552154541,47.9852523803711,48.9238204956055,4064904,20.7265758514404
"2007-06-28",49.7862854003906,50.3274421691895,49.6932754516602,50.0991401672363,2145336,21.2245006561279
"2007-06-29",50.0991401672363,50.868595123291,49.9807624816895,50.5219192504883,3348569,21.4036102294922
"2007-07-02",51.2406425476074,52.0777397155762,51.1391754150391,51.9931831359863,2524968,22.0269107818604
"2007-07-03",52.0354614257812,52.8218307495117,51.9931831359863,52.5343399047852,2095901,22.256175994873
"2007-07-05",53.7096633911133,54.1662635803223,53.4813613891602,54.0140609741211,3461868,22.883056640625
"2007-07-06",54.7327842712402,55.383861541748,54.5383071899414,55.1978378295898,3443064,23.3845615386963
"2007-07-09",56.3139724731445,56.8551254272461,56.3139724731445,56.7113838195801,3270159,24.0257701873779
"2007-07-10",55.350040435791,55.5529708862305,54.8849830627441,55.0287284851074,4446546,23.312915802002
"2007-07-11",55.5191497802734,55.9334716796875,55.11328125,55.7474517822266,2620645,23.6174049377441
"2007-07-12",56.8551254272461,58.2418365478516,56.6014595031738,58.0219917297363,4721987,24.5810127258301
"2007-07-13",57.0665168762207,57.70068359375,56.9650497436523,57.4639282226562,2863208,24.3445949554443
"2007-07-16",56.6437377929688,56.7113838195801,56.0180282592773,56.4492607116699,3848832,23.9147319793701
"2007-07-17",55.6882591247559,56.2463264465332,55.536060333252,56.0687599182129,3670725,23.753532409668
"2007-07-18",55.2993049621582,55.7897262573242,55.0710067749023,55.6290702819824,3821631,23.5672492980957
"2007-07-19",56.5422706604004,57.2271728515625,56.483081817627,57.1087913513184,2700711,24.1941375732422
"2007-07-20",56.8804931640625,57.0665168762207,56.2886047363281,56.6775588989258,2727321,24.0114498138428
"2007-07-23",57.5823020935059,58.0473594665527,57.1595268249512,57.7260475158691,2611775,24.4556407928467
"2007-07-24",57.3117256164551,57.5315704345703,56.1279487609863,56.4492607116699,3074666,23.9147319793701
"2007-07-25",56.9058609008789,56.9904174804688,55.3415832519531,56.5084495544434,5807073,23.9398002624512
"2007-07-26",54.2169952392578,54.7074165344238,52.7203636169434,53.4813613891602,6352395,22.6573810577393
"2007-07-27",52.4413299560547,53.4813613891602,51.181453704834,51.8663520812988,6382316,21.9731788635254
"2007-07-30",53.2530632019043,54.7327842712402,52.8894729614258,54.1916275024414,4729674,22.9582862854004
"2007-07-31",55.350040435791,55.6290702819824,53.9041404724121,53.9295043945312,5257020,22.8472366333008
"2007-08-01",52.8049163818359,53.4813613891602,51.7141532897949,52.8302841186523,5030187,22.3815460205078
"2007-08-02",52.8471946716309,53.6842956542969,52.5089721679688,53.2107849121094,3033510,22.5427551269531
"2007-08-03",53.143138885498,53.21923828125,51.1560859680176,51.3505630493164,4047992,21.7546615600586
"2007-08-06",51.5365867614746,52.0185508728027,49.6340866088867,52.0185508728027,8099531,22.0376625061035
"2007-08-07",50.9869728088379,52.9232940673828,50.7333068847656,52.2891273498535,5047098,22.152286529541
"2007-08-08",53.0501289367676,54.4960289001465,52.7372741699219,54.1747169494629,4221014,22.9511165618896
"2007-08-09",51.6126861572266,52.4413299560547,50.9616088867188,51.2406425476074,6937336,21.708101272583
"2007-08-10",49.1436653137207,49.9046630859375,48.027530670166,49.6763648986816,9242922,21.045389175415
"2007-08-13",51.5619506835938,51.747974395752,50.3866310119629,50.5134620666504,3610646,21.4000301361084
"2007-08-14",50.3612632751465,50.7333068847656,48.4925880432129,48.7631645202637,3771369,20.6585178375244
"2007-08-15",46.4209785461426,48.2304649353027,45.7022552490234,45.9305534362793,6565391,19.4584770202637
"2007-08-16",44.2986335754395,44.6283988952637,41.7873344421387,44.1971664428711,13602070,18.7241268157959
